country,country_code,year,gdp_per_capita,life_expectancy,internet_usage,unemployment
IBRD only,IBD,2009,3790.0835825848,71.1602132108325,20.7,4.95467351957554
Indonesia,IDN,2009,2218.48541852977,68.267,6.92,6.106
Ireland,IRL,2009,52133.0906162544,80.190243902439,67.38,12.609
"Iran, Islamic Rep.",IRN,2009,5415.52280553446,74.041,13.80000019,12.113
Iceland,ISL,2009,41483.7843682814,81.7512195121951,93.0,7.22
Israel,ISR,2009,28508.4938886475,81.4048780487805,63.12,7.61
Italy,ITA,2009,37099.6133958219,81.6365853658537,48.83,7.749
Jamaica,JAM,2009,4428.38153333557,71.717,24.3,7.314
Jordan,JOR,2009,3435.8337590698,73.707,26.0,12.9
Japan,JPN,2009,41308.9968370512,82.9314634146342,78.0,5.068
Kazakhstan,KAZ,2009,6938.01175663001,67.46,18.2,6.6
Kenya,KEN,2009,1047.9678324485,60.483,6.1,9.6
Kyrgyz Republic,KGZ,2009,870.198894546917,69.1024390243903,16.0,8.4
Cambodia,KHM,2009,875.748936193569,66.747,0.53,0.579
"Korea, Rep.",KOR,2009,19937.3029137734,79.9682926829268,81.6,3.363
Kuwait,KWT,2009,37907.1001320042,77.4333658536585,50.79999924,1.641
Latin America & Caribbean (excluding high income),LAC,2009,6981.206567743,73.1845433768983,30.3,7.66179948715561
Lebanon,LBN,2009,7090.85493856621,77.262,30.13999939,6.355
St. Lucia,LCA,2009,8250.52180732734,72.946,31.0,15.37
Latin America & Caribbean,LCN,2009,7495.05944025108,73.4422623291815,31.0,7.68802945947531
Liechtenstein,LIE,2009,126024.714567466,81.5,75.0,3.332
Sri Lanka,LKA,2009,2026.65939950702,70.298,5.868500233,5.853
Lithuania,LTU,2009,11854.3711053096,72.9146341463415,59.76,13.785
Luxembourg,LUX,2009,109419.746953106,80.6365853658537,87.31,5.194
Latvia,LVA,2009,11996.0322729773,73.0804878048781,66.84,17.515
"Macao SAR, China",MAC,2009,40354.2810293673,82.1756097560976,54.0,3.6
Morocco,MAR,2009,3119.58862304688,70.454,41.3,8.96
Moldova,MDA,2009,1898.43975710988,69.406,27.5,3.024
Maldives,MDV,2009,6734.03165601895,76.371,24.8,11.697
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2009,4256.64048356928,68.9987213130448,16.1,6.56764110146891
Mexico,MEX,2009,8423.56933214711,73.628,26.34,5.356
North Macedonia,MKD,2009,4799.78722768888,74.4463414634146,51.77,32.351
Mali,MLI,2009,787.482564287398,55.588,1.799999952,1.665
Malta,MLT,2009,21176.3218262672,80.2414634146342,58.86,6.896
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2009,2510.74762666028,68.2744546682628,13.5,6.71662878047951
Montenegro,MNE,2009,6700.11405052395,75.1439024390244,35.09999847,19.09
Mongolia,MNG,2009,1703.32756790019,67.9690243902439,10.0,5.86
Mauritius,MUS,2009,7426.88645617593,72.8824390243903,22.51,7.257
Malaysia,MYS,2009,7191.43287234626,75.269,55.9,3.694
North America,NAC,2009,46581.4062631638,78.6547128363776,71.9,9.16994852137916
New Caledonia,NCL,2009,33836.494080472,75.676,33.99,13.967
Nicaragua,NIC,2009,1467.08288052845,71.499,7.300000191,8.157
Netherlands,NLD,2009,53172.0261581418,80.5487804878049,89.63,4.352
Norway,NOR,2009,80347.5700665184,80.7951219512195,92.08,3.1
New Zealand,NZL,2009,28276.7255416225,80.7024390243902,79.7,5.866
Pakistan,PAK,2009,963.788066395225,64.206,7.5,0.535
Panama,PAN,2009,7796.92618363433,76.228,39.08,5.105
Peru,PER,2009,4181.18755462253,72.631,31.4,3.964
Philippines,PHL,2009,1864.45043406471,68.631,9.0,3.858
Poland,POL,2009,11556.3026866026,75.6951219512195,58.97,8.131
Puerto Rico (US),PRI,2009,25768.7258883384,78.377,41.5,15.0
Portugal,PRT,2009,23151.2154130712,78.7268292682927,48.27,9.432
Paraguay,PRY,2009,3941.84815479431,72.282,18.9,5.46
West Bank and Gaza,PSE,2009,2191.78178736868,72.306,32.23,20.452
Qatar,QAT,2009,60785.7351551657,78.837,53.09999847,0.313
Romania,ROU,2009,8548.4543409242,73.309756097561,36.6,6.859
Russian Federation,RUS,2009,8562.82421875,68.6846341463415,42.55,8.458
Saudi Arabia,SAU,2009,17718.3911648365,75.447,38.0,5.377
Singapore,SGP,2009,38926.8054365453,81.2414634146342,69.0,5.86
Solomon Islands,SLB,2009,1554.70671006386,68.397,4.0,2.016
El Salvador,SLV,2009,2910.18651752011,70.359,12.11,7.332
San Marino,SMR,2009,62428.9943269418,83.224,54.21,4.023
Serbia,SRB,2009,6414.0448463847,73.9853658536585,38.1,16.116
Suriname,SUR,2009,7129.5768626291,69.323,31.36,8.711
Slovak Republic,SVK,2009,16586.7527805228,74.909756097561,70.0,12.023
Slovenia,SVN,2009,24501.7897290425,78.9707317073171,64.0,5.858
Sweden,SWE,2009,46707.6425044751,81.3512195121951,91.0,8.351
Syrian Arab Republic,SYR,2009,2462.20193643202,73.496,17.3,8.141
East Asia & Pacific (IDA & IBRD countries),TEA,2009,3398.52989667846,73.5161019563417,24.0,2.63574081094306
Europe & Central Asia (IDA & IBRD countries),TEC,2009,7074.02354262313,71.0832338433596,34.7,9.25143751830922
Thailand,THA,2009,4135.43986952819,74.669,20.1,1.489
Tajikistan,TJK,2009,664.795655734657,68.248,10.07,11.498
Turkmenistan,TKM,2009,3707.97850699617,68.155,1.950000048,4.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,7386.60018995036,73.3248238756312,31.3,7.76769696636792
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2009,2512.84382036535,68.2479599816693,13.4,6.64155095539069
Trinidad and Tobago,TTO,2009,14634.0565003912,71.404,44.3,5.28
Tunisia,TUN,2009,4080.09032448781,74.32,34.07,13.29
Turkiye,TUR,2009,9076.92472236977,74.679,36.4,14.024
Tanzania,TZA,2009,693.823547363281,60.494,2.400000095,2.5
Uganda,UGA,2009,798.947089938247,59.157,4.099999905,3.6
Ukraine,UKR,2009,2607.08764648438,69.159,17.9,8.84
Upper middle income,UMC,2009,4710.56351783068,73.5030015253387,25.8,4.63055355014071
Uruguay,URY,2009,9881.39573127081,76.67,41.8,7.74
United States,USA,2009,47194.9433547336,78.390243902439,71.0,9.254
Uzbekistan,UZB,2009,1205.7993547038,69.517,11.9,5.0
"Venezuela, RB",VEN,2009,11596.6021921731,72.785,32.7,6.097
Viet Nam,VNM,2009,1226.16976051536,73.525,26.55,1.737
Vanuatu,VUT,2009,2546.38324565986,69.422,7.5,4.565
World,WLD,2009,8816.8105604156,70.3795311943904,25.3,5.61360473192398
"Yemen, Rep.",YEM,2009,969.243509864478,66.905,9.96,14.627
South Africa,ZAF,2009,6374.70560042992,57.413,10.0,23.523
Aruba,ABW,2010,24093.1401510626,74.297,62.0,10.605
Angola,AGO,2010,4101.63715566712,57.242,2.799999952,9.431
Albania,ALB,2010,4149.14469936847,78.414,45.0,14.086
Argentina,ARG,2010,10260.1313108254,75.68,45.0,7.714
Armenia,ARM,2010,3041.34450723339,73.1731707317073,25.0,19.523
Australia,AUS,2010,52313.8939041213,81.6951219512195,76.0,5.211
Austria,AUT,2010,46611.1393420232,80.5804878048781,75.17,4.883
Azerbaijan,AZE,2010,5843.5337683582,70.309,46.0,5.63
Belgium,BEL,2010,44197.393671162,80.1829268292683,77.6397855126946,8.293
Benin,BEN,2010,973.244254931526,58.387,3.13,1.041
Bangladesh,BGD,2010,757.385280361508,68.009,3.700000048,3.379
Bulgaria,BGR,2010,6853.94805511171,73.5121951219512,46.23,10.279
Bahrain,BHR,2010,21819.3291098099,78.593,55.0,1.128
Bosnia and Herzegovina,BIH,2010,4506.47828548389,76.827,42.75,27.312
Belarus,BLR,2010,6034.67885177216,70.4048780487805,31.8,0.827
Bermuda,BMU,2010,104111.824244802,79.414,84.21,6.493
Barbados,BRB,2010,20610.5150721363,75.488,65.09999847,10.7
Bhutan,BTN,2010,2435.5798056672,68.765,13.6,3.3
Botswana,BWA,2010,6215.73216077919,59.137,6.0,17.863
Canada,CAN,2010,47560.6666009406,81.3221951219512,80.3,8.178
Switzerland,CHE,2010,76531.3729407691,82.2463414634147,83.9,4.808
Chile,CHL,2010,12632.8704724192,79.095,45.0,8.547
China,CHN,2010,4629.24551710077,75.668,34.3,2.912
Cameroon,CMR,2010,1398.58702025047,56.965,4.300000191,4.111
Colombia,COL,2010,6398.2958447102,74.876,36.5,11.153
Cabo Verde,CPV,2010,3579.46006137809,72.507,30.0,10.666
Costa Rica,CRI,2010,8265.78820275582,79.354,36.5,7.171
Cuba,CUB,2010,5272.26755824835,77.876,15.9,2.5
Cayman Islands,CYM,2010,76837.6710064442,76.069,66.0,6.682
Cyprus,CYP,2010,31105.02734375,80.632,52.99,6.359
Czechia,CZE,2010,20160.4355077059,77.4243902439025,68.82,7.281
Germany,DEU,2010,42396.9665976293,79.9878048780488,82.0,7.043
Denmark,DNK,2010,58104.5445594981,79.1,88.72,7.746
Dominican Republic,DOM,2010,5478.62470398954,72.039,31.39999962,5.212
Algeria,DZA,2010,4912.78585503672,74.144,12.5,9.962
East Asia & Pacific (excluding high income),EAP,2010,4057.86521472833,73.7616390609633,28.9,3.05652886606384
East Asia & Pacific,EAS,2010,7784.344658223,74.6299790050688,34.2,3.23322450548656
Europe & Central Asia (excluding high income),ECA,2010,6019.29491137959,71.9125911481178,30.1,9.44973596691376
Europe & Central Asia,ECS,2010,23702.4750230082,75.9953558348547,57.0,9.09522727493293
Ecuador,ECU,2010,4520.30959039763,75.188,29.03,4.088
"Egypt, Arab Rep.",EGY,2010,2455.08194645282,69.078,21.6,8.757
Spain,ESP,2010,30658.7422282912,81.6268292682927,65.8,19.86
Estonia,EST,2010,14663.7041018705,75.4292682926829,74.1,16.707
Finland,FIN,2010,46506.2919016566,79.8707317073171,86.89,8.394
Fiji,FJI,2010,3449.14452883369,66.778,20.0,8.914
France,FRA,2010,40694.8211697025,81.6634146341463,77.28,9.279
Faroe Islands,FRO,2010,47923.1515374991,80.604956097561,75.2,6.386
Gabon,GAB,2010,8356.74662013345,64.715,13.0,20.39
United Kingdom,GBR,2010,39778.3220528565,80.4024390243902,85.0,7.973
Georgia,GEO,2010,3281.72930937343,71.732,26.9,20.203
Ghana,GHA,2010,1263.89251760539,61.297,7.8,5.384
Greece,GRC,2010,26653.0488008626,80.3878048780488,44.4,12.719
Greenland,GRL,2010,44277.1993400972,69.349756097561,63.0,7.8
Guatemala,GTM,2010,2805.25960237322,69.885,10.5,3.497
Guam,GUM,2010,29719.7967836082,76.095,54.04,8.2
High income,HIC,2010,35778.2487328682,78.5956664173842,69.0,8.20878807049439
"Hong Kong SAR, China",HKG,2010,32550.136489179,82.9575609756098,72.0,4.329
Honduras,HND,2010,1893.32722662035,69.77,11.09,4.119
Croatia,HRV,2010,13729.7654965022,76.4756097560976,56.55,11.62
Hungary,HUN,2010,13189.8433874768,74.2073170731707,65.0,11.172
IBRD only,IBD,2010,4561.25191754242,71.5021795019761,25.0,4.49887980094078
IDA & IBRD total,IBT,2010,3715.56679095123,68.9258524146461,20.3,4.38335403568988
Indonesia,IDN,2010,3065.68348377765,68.364,10.92,5.614
India,IND,2010,1347.51939071367,67.162,7.5,3.115
Ireland,IRL,2010,48623.9666422487,80.7439024390244,69.85,14.534
"Iran, Islamic Rep.",IRN,2010,6291.19443655454,74.39,15.9,13.679
Iceland,ISL,2010,43776.4677400475,81.8975609756097,93.39,7.564
Israel,ISR,2010,31439.0887027614,81.6024390243903,67.5,6.637
Italy,ITA,2010,35856.8625485539,82.0365853658537,53.68,8.363
Jamaica,JAM,2010,4809.977380312,71.979,27.67,7.63
Jordan,JOR,2010,3718.46571622945,73.797,27.2,12.5
Japan,JPN,2010,44968.1562349739,82.8426829268293,78.21,5.102
Kazakhstan,KAZ,2010,8793.07589980782,68.257,31.6,5.767
Kyrgyz Republic,KGZ,2010,876.954476440354,69.3,16.29999924,8.692
Cambodia,KHM,2010,952.274616324008,67.311,1.26,0.771
Kiribati,KIR,2010,1522.10068744154,65.859,9.07,30.584
"Korea, Rep.",KOR,2010,24071.2620526362,80.1170731707317,83.7,3.324
Kuwait,KWT,2010,39212.252220155,77.7262195121951,61.40000153,1.816
Lao PDR,LAO,2010,1125.91610151261,63.69,7.0,0.708
Liberia,LBR,2010,492.252808033724,59.358,2.3,2.266
Liechtenstein,LIE,2010,141089.812849014,81.8414634146342,80.0,3.435
Sri Lanka,LKA,2010,2808.36244503709,74.463,6.912399769,4.784
Lower middle income,LMC,2010,1491.30888839804,65.554398103155,10.1,3.39936603158149
Lithuania,LTU,2010,11829.122609457,73.2682926829268,62.12,17.814
Luxembourg,LUX,2010,110885.991378721,80.6317073170732,90.62,4.423
Latvia,LVA,2010,11188.4191700977,73.4829268292683,68.42,19.482
"Macao SAR, China",MAC,2010,52596.2250160214,82.2731707317073,55.198,2.8
Morocco,MAR,2010,3067.9853515625,70.821,52.0,9.09
Moldova,MDA,2010,2436.79935102421,69.876,29.68000031,2.972
Madagascar,MDG,2010,450.009391645726,62.597,1.700000048,4.278
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2010,4867.92943497015,69.2105446964534,18.3,6.83750812478706
Mexico,MEX,2010,9728.80078377082,73.718,31.05,5.303
North Macedonia,MKD,2010,4833.36586759968,74.9975609756098,51.9,33.135
Mali,MLI,2010,797.151541135109,55.993,2.0,8.071
Malta,MLT,2010,21946.6069636029,81.3975609756098,63.0,6.861
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2010,2816.19347268465,68.4912505131132,15.5,7.03895996901844
Montenegro,MNE,2010,6678.63930800758,75.990243902439,37.5,19.649
Mongolia,MNG,2010,2625.21881402433,68.5056097560976,10.2,6.549
Mauritius,MUS,2010,8113.17670740212,72.9673170731707,28.33,7.654
Malaysia,MYS,2010,8899.34505544675,75.376,56.3,3.252
North America,NAC,2010,48545.7752706944,78.8169547045614,72.5,9.47758645184374
Namibia,NAM,2010,5418.21633365814,56.093,11.6,22.12
Nicaragua,NIC,2010,1526.56706951408,71.761,10.0,7.828
Netherlands,NLD,2010,51305.7338533973,80.7024390243902,90.72,4.991
Norway,NOR,2010,88163.2085931423,80.9975609756098,93.39,3.527
New Zealand,NZL,2010,33761.9009639947,80.9048780487805,80.45999908,6.211
Pakistan,PAK,2010,987.304571124485,64.378,8.0,0.653
Panama,PAN,2010,8331.46422259967,76.417,40.1,5.832
Peru,PER,2010,5072.11494019615,72.886,34.77,3.595
Philippines,PHL,2010,2162.91375885614,68.883,25.0,3.605
Papua New Guinea,PNG,2010,1866.86889851208,63.056,1.28,2.002
Poland,POL,2010,12567.7317676382,76.2463414634146,62.32,9.578
Puerto Rico (US),PRI,2010,26414.8810634548,78.717,45.3,16.037
Portugal,PRT,2010,22551.935098809,79.0268292682927,53.3,10.771
Paraguay,PRY,2010,4750.96273669458,72.551,19.8,4.569
West Bank and Gaza,PSE,2010,2557.07562356699,73.302,37.40000153,21.416
Qatar,QAT,2010,76462.6119486736,79.444,69.0,0.454
Romania,ROU,2010,8399.5374234284,73.4585365853659,39.93,6.959
Russian Federation,RUS,2010,10674.990234375,68.8412195121951,49.0,7.407
South Asia,SAS,2010,1294.02734404973,67.3525068406787,7.1,3.17002046872221
Saudi Arabia,SAU,2010,22028.3901426586,75.616,41.0,5.55
Singapore,SGP,2010,47236.683084953,81.5414634146342,71.0,4.12
El Salvador,SLV,2010,3040.07300952878,70.909,15.9,4.893
Serbia,SRB,2010,5970.92660940072,74.3365853658537,40.9,19.204
Suriname,SUR,2010,7943.60482816915,69.626,31.59,7.154
Slovak Republic,SVK,2010,16899.448680529,75.1121951219512,75.71,14.387
Slovenia,SVN,2010,23329.8417691156,79.4219512195122,70.0,7.236
Sweden,SWE,2010,52542.5759090299,81.4512195121951,90.0,8.61
Syrian Arab Republic,SYR,2010,2730.61477118949,73.542,20.7,8.613
East Asia & Pacific (IDA & IBRD countries),TEA,2010,4104.80262362259,73.8065980873171,29.3,3.05652886606384
Europe & Central Asia (IDA & IBRD countries),TEC,2010,8280.72343768265,71.4358973425353,40.0,8.62519869439795
Togo,TGO,2010,704.986772286079,57.24,3.0,10.624
Thailand,THA,2010,4973.86288823778,75.012,22.4,0.622
Turkmenistan,TKM,2010,4058.53937000739,68.608,3.0,4.0
Timor-Leste,TLS,2010,813.060220670369,63.66,3.0,3.301
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2010,2817.90380218571,68.4594967501144,15.3,6.9581277089044
South Asia (IDA & IBRD),TSA,2010,1294.02734404973,67.3525068406787,7.1,3.17002046872221
Trinidad and Tobago,TTO,2010,16815.424737361,71.809,48.5,4.033
Tunisia,TUN,2010,4291.86120891575,74.438,36.8,13.049
Turkiye,TUR,2010,10698.9699409757,74.964,39.82,11.881
Tuvalu,TUV,2010,3024.8170790571,64.834,14.60000038,5.525
Tanzania,TZA,2010,736.530151367188,61.127,2.900000095,1.314
Uganda,UGA,2010,823.488144282,59.959,4.300000191,1.401
Ukraine,UKR,2010,3039.63232421875,70.188,23.3,8.1
Upper middle income,UMC,2010,5710.9010671794,73.8314745903693,30.6,4.59071114058129
Uruguay,URY,2010,12641.0576849008,76.691,46.4,7.158
United States,USA,2010,48642.6100179312,78.5414634146342,71.69,9.633
Uzbekistan,UZB,2010,1753.20730243278,69.836,15.89999962,5.4
"Venezuela, RB",VEN,2010,13646.3046622664,73.092,37.37,7.112
Viet Nam,VNM,2010,1683.16182443979,73.611,30.65,1.114
Vanuatu,VUT,2010,2815.18828985779,69.57,8.0,1.848
World,WLD,2010,9542.72886249208,70.6818497084676,28.4,5.14373357323765
"Yemen, Rep.",YEM,2010,1155.20305261418,67.223,12.35,17.821
South Africa,ZAF,2010,7973.47195771517,58.886,24.0,24.683
Zambia,ZMB,2010,1451.10616017155,56.896,3.0,13.186
Aruba,ABW,2011,25712.3843015186,74.578,69.0,8.9
Angola,AGO,2011,5184.15269149912,58.093,4.699999809,16.774
Albania,ALB,2011,4465.70914328865,78.303,47.0,13.481
Argentina,ARG,2011,12704.2831819684,76.1,51.0,7.18
Armenia,ARM,2011,3349.55309771906,73.8170731707317,32.0,18.884
Australia,AUS,2011,62799.3895017032,81.8951219512195,79.4876977139029,5.081
Austria,AUT,2011,51116.8953522042,80.9829268292683,78.7399930986888,4.637
Azerbaijan,AZE,2011,7189.81869211976,70.565,50.0,5.42
Belgium,BEL,2011,47760.8298776546,80.5853658536585,81.6099959955952,7.14
Benin,BEN,2011,1059.41358852588,58.462,4.14832306562512,2.647
Bangladesh,BGD,2011,837.336944695647,68.499,4.5,2.504
Bulgaria,BGR,2011,7849.58061302818,74.1634146341463,47.9799930506026,11.26
Bahrain,BHR,2011,25032.7867743333,79.141,76.9999665032303,1.233
"Bahamas, The",BHS,2011,27090.8376801379,73.571,65.0,14.521
Bosnia and Herzegovina,BIH,2011,4982.69375768263,76.963,43.88769913,27.582
Belarus,BLR,2011,6527.6593428786,70.5536585365854,39.6488956598961,0.6
Bolivia,BOL,2011,2315.52121930607,66.282,30.0,2.255
Brazil,BRA,2011,13396.6263158041,74.047,45.69,7.578
Brunei Darussalam,BRN,2011,46382.8274255349,74.835,56.0,1.721
Bhutan,BTN,2011,2787.97967608562,69.28,14.39999962,3.143
Botswana,BWA,2011,7287.38295334919,59.715,9.0,20.01
Canada,CAN,2011,52223.8588398531,81.4826829268293,83.0,7.637
Switzerland,CHE,2011,90476.7589651577,82.6951219512195,85.1930281804854,4.409
Chile,CHL,2011,14487.3927832032,79.236,52.2496072877744,7.492
China,CHN,2011,5703.76027973346,75.889,38.3,2.748
Colombia,COL,2011,7400.9940695669,75.18,40.3509157546318,10.288
Costa Rica,CRI,2011,9276.39107511347,79.624,39.2121959961842,9.518
Cuba,CUB,2011,6104.46105236166,78.051,16.0172907996413,3.175
Cayman Islands,CYM,2011,75280.9617699986,76.562,69.46594499,6.781
Cyprus,CYP,2011,32485.798828125,80.855,56.8598923503507,7.942
Czechia,CZE,2011,22049.1080788682,77.8731707317073,70.49,6.712
Germany,DEU,2011,47630.9761883572,80.4365853658537,81.26999953602,5.967
Denmark,DNK,2011,61809.737898222,79.8,89.8100133895232,7.769
Dominican Republic,DOM,2011,5826.51014109195,72.496,38.0,6.087
Algeria,DZA,2011,5916.31364364343,74.383,14.89999962,9.961
East Asia & Pacific (excluding high income),EAP,2011,4913.89394942906,73.9857453156401,32.3,2.87871320424786
East Asia & Pacific,EAS,2011,8955.74869819951,74.8252830592191,37.3,3.02191420761646
Europe & Central Asia (excluding high income),ECA,2011,6785.87680428259,72.1509502224104,34.9,8.82857483314743
Europe & Central Asia,ECS,2011,26239.3600613076,76.4793686081824,60.2,8.83873247723412
Ecuador,ECU,2011,5153.6916424375,75.179,31.3668083587433,3.458
"Egypt, Arab Rep.",EGY,2011,2590.64384891965,69.232,25.6,11.849
Spain,ESP,2011,31824.6219134777,82.4756097560976,67.0899993926581,21.39
Estonia,EST,2011,17555.5455239426,76.2292682926829,76.5,12.328
Finland,FIN,2011,51060.3242589767,80.4707317073171,88.70999491353,7.781
Fiji,FJI,2011,4139.60288609702,66.88,28.0,4.406
France,FRA,2011,43929.7840873812,82.1146341463415,77.8199989926706,9.228
Faroe Islands,FRO,2011,51618.9907766392,80.8518097560976,80.7321728,5.29
United Kingdom,GBR,2011,42295.9273835322,80.9512195121951,85.3799985496322,8.195
Georgia,GEO,2011,4119.66818307193,72.485,31.52000046,19.632
Greece,GRC,2011,25504.7866510124,80.7317073170732,51.6499951676815,17.973
Greenland,GRL,2011,47186.8759969388,69.6146341463415,64.0,9.4
Guatemala,GTM,2011,3168.98370607705,70.321,12.30000019,4.126
Guam,GUM,2011,29926.2052442913,76.153,57.7,13.316
High income,HIC,2011,38785.8817355705,78.9211245701351,70.4,7.87469821132905
"Hong Kong SAR, China",HKG,2011,35142.4879344543,83.4119512195122,72.19999695,3.422
Honduras,HND,2011,2073.66121088074,70.116,15.9,4.474
Croatia,HRV,2011,14691.558296292,76.7756097560976,57.7899789891444,13.678
Hungary,HUN,2011,14211.460557822,74.8585365853659,68.0199878861296,11.029
IBRD only,IBD,2011,5342.86138124845,71.8270333930904,28.5,4.94662338532459
IDA & IBRD total,IBT,2011,4324.06826881192,69.2348980453297,23.2,4.68562035872769
IDA blend,IDB,2011,1705.64443688917,59.364406133511,10.3,2.73474665684987
Indonesia,IDN,2011,3579.46442466152,68.629,12.28,5.153
Ireland,IRL,2011,52613.8540355689,80.7463414634146,74.8899729670944,15.354
"Iran, Islamic Rep.",IRN,2011,8025.68743364356,74.721,19.0,12.491
Iceland,ISL,2011,48254.953927254,82.3585365853659,94.8196868008949,7.028
Israel,ISR,2011,34522.5215979073,81.6560975609756,68.8738779907441,5.604
Italy,ITA,2011,38432.3742820019,82.1878048780488,54.3899983018814,8.359
Jamaica,JAM,2011,5232.63644918132,72.245,37.438613414848,8.034
Jordan,JOR,2011,3946.85503855525,73.929,34.9,12.9
Japan,JPN,2011,48760.0789494211,82.5912195121951,79.0541135244739,4.55
Kazakhstan,KAZ,2011,11287.1464926039,69.108,50.6,5.389
Kyrgyz Republic,KGZ,2011,1117.40174350185,69.6024390243903,17.5,7.455
Cambodia,KHM,2011,1088.98152823081,67.869,3.099999905,0.577
"Korea, Rep.",KOR,2011,26175.2398553363,80.5682926829269,83.7591201534472,2.992
Kuwait,KWT,2011,49169.6063813095,78.052243902439,65.7690706867398,3.597
Latin America & Caribbean (excluding high income),LAC,2011,9979.9897262503,73.6885627028693,38.7,6.50374283538157
St. Lucia,LCA,2011,9128.99442011613,72.962,34.0,18.857
Latin America & Caribbean,LCN,2011,10334.20548878,73.9248923022491,39.3,6.60156681893218
Liechtenstein,LIE,2011,158066.369379163,81.7926829268293,85.0,3.39
Sri Lanka,LKA,2011,3224.95745150496,74.74,7.956399918,4.118
Lithuania,LTU,2011,14261.8433787325,73.5634146341464,63.6399774002179,15.39
Luxembourg,LUX,2011,119025.057203467,80.9878048780488,90.0298585646936,5.122
Latvia,LVA,2011,12902.574053337,73.5756097560976,69.7499545592245,16.206
"Macao SAR, China",MAC,2011,67046.7284292101,82.4707317073171,60.2036967182195,2.6
Morocco,MAR,2011,3301.98876953125,71.263,46.107482597,8.912
Moldova,MDA,2011,2941.36224066021,70.173,32.06999969,2.677
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2011,5731.46333788345,69.3940300698411,20.1,7.22123991345245
Mexico,MEX,2011,10664.4944032313,73.921,37.1762954125184,5.175
Marshall Islands,MHL,2011,3319.39815439151,64.641,10.0,4.735
North Macedonia,MKD,2011,5416.86672931659,75.1,56.7,31.502
Mali,MLI,2011,938.292902583696,56.367,2.2,6.9
Malta,MLT,2011,23516.9691234302,80.7463414634146,68.0198237885462,6.388
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2011,3232.55085445141,68.6624095113408,16.9,7.37859209903129
Montenegro,MNE,2011,7265.51668681954,76.0829268292683,35.6115412460109,19.759
Mongolia,MNG,2011,3736.04201455077,69.109268292683,12.4999911084745,4.769
Mauritius,MUS,2011,9324.24232310496,73.2668292682927,34.95000076,7.447
Malawi,MWI,2011,763.061000394572,58.859,3.33,1.736
Malaysia,MYS,2011,10217.1068585031,75.488,61.0,3.055
North America,NAC,2011,50251.9815319984,78.9234323511493,71.0,8.80784798616693
Niger,NER,2011,510.75956176268,57.6,0.9,0.316
Nigeria,NGA,2011,2418.41316975875,51.49,13.80000019,3.77
Netherlands,NLD,2011,54701.7728030611,81.2048780487805,91.4199957622284,4.977
Norway,NOR,2011,101221.813476644,81.2951219512195,93.4899826515194,3.196
Nauru,NRU,2011,6444.03642094634,60.287,54.0,22.964
New Zealand,NZL,2011,38431.7766788499,81.1560975609756,81.23000336,6.034
Pakistan,PAK,2011,1131.73513834324,64.659,8.0,0.796
Panama,PAN,2011,9662.29590911979,76.659,42.7,3.922
Peru,PER,2011,5861.35793645245,73.327,36.01,3.477
Philippines,PHL,2011,2383.91892522087,69.096,29.0,3.592
Papua New Guinea,PNG,2011,2288.37591141234,63.382,2.0,2.624
Poland,POL,2011,13867.6669408192,76.6951219512195,61.94999896898,9.576
Puerto Rico (US),PRI,2011,27170.0766543278,78.766,48.0,15.765
Portugal,PRT,2011,23246.5425416481,80.4707317073171,55.2499968797194,12.715
Paraguay,PRY,2011,5805.40154542925,72.787,24.7635158793993,4.67
West Bank and Gaza,PSE,2011,2880.79843707909,73.557,41.08000183,17.597
Qatar,QAT,2011,103261.510293068,79.994,69.0,0.564
Romania,ROU,2011,9560.6755277458,74.409756097561,40.0099967810008,7.177
Russian Federation,RUS,2011,14305.33203125,69.6839024390244,58.0,6.571
Senegal,SEN,2011,1374.67591873844,64.799,9.800000191,2.853
Singapore,SGP,2011,53891.4570264372,81.7439024390244,71.0,3.89
El Salvador,SLV,2011,3330.60049486653,71.192,18.89999962,4.297
San Marino,SMR,2011,55601.3929703047,83.713,49.6,5.057
Serbia,SRB,2011,7082.2861666075,74.5365853658537,42.2,22.959
Suriname,SUR,2011,7949.88867218383,69.82,32.0,7.545
Slovak Republic,SVK,2011,18469.4354316836,75.9585365853659,74.4399971746757,13.634
Slovenia,SVN,2011,24940.6284841605,79.9707317073171,67.3399948092396,8.166
Sweden,SWE,2011,60379.4814599322,81.8024390243903,92.7699860554046,7.804
Seychelles,SYC,2011,12110.0937461973,72.7243902439024,43.16400146,4.114
Syrian Arab Republic,SYR,2011,2952.14349372257,72.259,22.5,14.896
East Asia & Pacific (IDA & IBRD countries),TEA,2011,4970.50535493565,74.0266932049917,32.7,2.87871320424786
Europe & Central Asia (IDA & IBRD countries),TEC,2011,10028.6545563598,71.9266644042886,45.4,8.06289584628456
