country,country_code,year,gdp_per_capita,life_expectancy,internet_usage,unemployment
Mongolia,MNG,2001,524.453483552485,63.3917073170732,1.65323823906982,4.623
Mauritius,MUS,2001,3908.55694927435,71.7658536585366,8.78090401892036,9.14
Malaysia,MYS,2001,3943.79943910239,73.08,26.6959725007084,3.53
Namibia,NAM,2001,1915.58926594875,51.98,2.41697944170998,31.21
Niger,NER,2001,205.417936120931,49.872,0.10518543139701,1.467
Nicaragua,NIC,2001,1051.874235891,67.028,1.44879942820716,4.12
Netherlands,NLD,2001,26955.7128032278,78.190243902439,49.3730621073123,2.119
Norway,NOR,2001,38601.897639231,78.7853658536585,64.0,3.738
New Zealand,NZL,2001,13882.8568268586,78.6926829268293,53.2410152941279,5.448
Pakistan,PAK,2001,609.939506905073,62.241,1.31855077925626,6.882
Panama,PAN,2001,3991.77672094655,73.82,7.26839987788729,14.708
Peru,PER,2001,1929.57273038846,70.315,7.57876295717419,4.848
Philippines,PHL,2001,969.530611744453,67.829,2.52400566008269,3.698
Poland,POL,2001,5015.23790036613,74.2,9.9006697073534,18.435
Puerto Rico (US),PRI,2001,18123.1987019918,75.972,15.6300309162012,11.475
Portugal,PRT,2001,11734.7649743954,76.8146341463415,18.0871365595338,3.829
Paraguay,PRY,2001,1637.68615122932,70.281,1.09879383569333,6.206
West Bank and Gaza,PSE,2001,1335.55319529359,69.75,1.83685483917877,21.493
Romania,ROU,2001,1825.19299373184,71.1609756097561,4.53866902895312,6.561
Russian Federation,RUS,2001,2100.3525390625,65.3834146341463,2.94436778664985,9.052
Saudi Arabia,SAU,2001,10805.311325122,72.951,4.6810531658103,4.618
Singapore,SGP,2001,21699.7414868907,78.2512195121951,41.6704251756041,3.76
El Salvador,SLV,2001,2058.04459070452,67.965,1.5,6.96
San Marino,SMR,2001,39035.1034290445,80.803,50.3416690898517,2.619
Sao Tome and Principe,STP,2001,518.88050130005,61.5,6.31091788794615,15.734
Slovak Republic,SVK,2001,5712.47802761654,73.4024390243903,12.5283218484637,19.148
Slovenia,SVN,2001,10375.6255869861,75.7585365853659,30.1759104700854,5.682
Sweden,SWE,2001,27259.3174300217,79.7951219512195,51.7656649372808,4.73
Syrian Arab Republic,SYR,2001,1186.82913474027,71.296,0.353759130007247,11.626
Thailand,THA,2001,1889.93432467144,71.52,5.55632612097332,2.599
Tajikistan,TJK,2001,168.676285365186,64.197,0.0512591325352927,2.3
Tunisia,TUN,2001,2235.71981624751,72.822,4.29796603474685,14.402
Turkiye,TUR,2001,3052.2256706793,72.271,5.18948146078506,8.373
Tanzania,TZA,2001,396.638732910156,54.124,0.171300350668948,2.994
Ukraine,UKR,2001,800.49072265625,67.675,1.23875954748114,10.947
Uruguay,URY,2001,6382.76104740859,74.987,11.1214376832783,15.052
United States,USA,2001,37133.623113437,76.8365853658537,49.0808315896951,4.731
Uzbekistan,UZB,2001,454.415812256778,65.853,0.597567993875805,0.4
St. Vincent and the Grenadines,VCT,2001,4071.08601098962,70.382,5.09480977832946,21.147
"Venezuela, RB",VEN,2001,4920.39313600453,71.019,4.63600094778677,8.83
Viet Nam,VNM,2001,419.205677580901,72.984,1.26565123612317,2.761
Samoa,WSM,2001,1453.87021324606,71.028,1.68990283058724,4.96
South Africa,ZAF,2001,2847.15191945908,57.161,6.34661931839768,30.688
Albania,ALB,2002,1479.83884572006,75.299,0.39008127343332,4.615
Argentina,ARG,2002,2569.69963519124,74.312,10.8821243775325,19.59
Armenia,ARM,2002,742.651118319819,72.8268292682927,1.9604050458212,10.781
Austria,AUT,2002,26334.862215032,78.6780487804878,36.56,4.852
Azerbaijan,AZE,2002,763.108895463487,66.769,4.99971367812957,10.037
Belgium,BEL,2002,25006.191397109,78.0756097560976,46.33,6.91
Benin,BEN,2002,546.463829658159,56.851,0.7029455951039,0.685
Bulgaria,BGR,2002,2092.98288625558,71.8658536585366,9.08,18.11
"Bahamas, The",BHS,2002,26781.6195938652,73.023,18.0,9.096
Belarus,BLR,2002,1479.38066337175,68.0560975609756,8.95097131467325,3.0
Belize,BLZ,2002,4858.86062599362,69.528,5.68425121358763,10.038
Bolivia,BOL,2002,888.221328974352,63.068,3.11719294696997,5.476
Brazil,BRA,2002,2855.94017137049,70.396,9.14942508560748,10.641
Barbados,BRB,2002,11760.4524736133,74.82,27.836322424146,10.32
Canada,CAN,2002,24256.0192337185,79.5307317073171,61.5932992681952,7.665
Switzerland,CHE,2002,42458.7384679187,80.3853658536585,61.4,2.924
China,CHN,2002,1163.55957673426,73.034,4.59570433077551,1.627
Colombia,COL,2002,2428.92969771584,71.537,4.6,14.481
Costa Rica,CRI,2002,4067.71851429092,77.939,19.8948511346293,6.396
Cuba,CUB,2002,3005.21104247868,76.766,3.77058503769014,3.3
Cyprus,CYP,2002,16093.2158203125,78.758,28.32,3.336
Czechia,CZE,2002,8101.26018588111,75.2219512195122,23.93,7.28
Germany,DEU,2002,25486.5942008748,78.2292682926829,48.82,8.482
Denmark,DNK,2002,33257.1622586509,76.8951219512195,64.25,4.274
Dominican Republic,DOM,2002,3065.60329524196,70.719,6.8237257325842,6.779
Algeria,DZA,2002,1937.46411413019,71.644,1.59164126035832,25.9
Ecuador,ECU,2002,2059.1585535974,73.164,4.26079691519764,7.168
"Egypt, Arab Rep.",EGY,2002,1116.82884626213,67.846,2.71999971465421,10.015
Spain,ESP,2002,17111.0685058941,79.5682926829268,20.39,11.146
Estonia,EST,2002,5343.18310760735,70.9048780487805,41.52,10.026
Finland,FIN,2002,26989.389260959,78.119512195122,62.43,10.423
France,FRA,2002,24144.5727019529,79.2609756097561,30.18,8.702
United Kingdom,GBR,2002,30158.7017807858,78.1439024390244,56.48,5.037
Georgia,GEO,2002,853.526171868939,70.438,1.58787562980332,12.594
Guinea,GIN,2002,495.916073559269,53.2,0.402022748744397,4.549
Greece,GRC,2002,13782.195640943,78.6414634146341,14.67,10.346
Greenland,GRL,2002,20657.9506323097,65.419512195122,44.154789028418,8.818
Guatemala,GTM,2002,1669.33517469705,67.835,3.39174627024502,2.254
Guam,GUM,2002,20909.9590302806,75.506,31.1922942556271,11.394
Guyana,GUY,2002,950.866932470993,64.183,1.5,11.814
"Hong Kong SAR, China",HKG,2002,24665.8362318216,81.4521951219512,43.0823830278909,7.28
Honduras,HND,2002,1132.49965345317,68.714,2.5974025974026,4.019
Croatia,HRV,2002,6219.58164143945,74.7173170731707,17.76,15.053
Hungary,HUN,2002,6658.04494326809,72.3487804878049,16.67,5.608
Indonesia,IDN,2002,881.002913569131,66.954,2.13413573295808,6.604
Ireland,IRL,2002,32705.4345565698,77.6341463414634,25.85,4.216
"Iran, Islamic Rep.",IRN,2002,1891.25756091033,71.112,4.62617511492205,12.8
Iceland,ISL,2002,32749.379004627,80.5024390243903,79.12,2.988
Israel,ISR,2002,19076.4584298321,79.4512195121951,17.7645990630493,10.302
Italy,ITA,2002,22451.3964379368,80.2292682926829,28.04,9.211
Jordan,JOR,2002,1706.26744384401,72.359,6.02553241191204,15.3
Japan,JPN,2002,32820.7936433254,81.6907317073171,46.5942011179917,5.386
Kazakhstan,KAZ,2002,1573.55219932325,64.441,1.67477099516366,9.334
Kyrgyz Republic,KGZ,2002,321.726775366804,68.1560975609756,2.99926518003089,12.549
"Korea, Rep.",KOR,2002,13642.9424537101,76.7658536585366,59.4,3.046
Kuwait,KWT,2002,18512.7523035862,76.5316341463415,10.2489679289296,1.1
St. Lucia,LCA,2002,5567.89428424719,71.707,14.6418357746777,20.39
Liechtenstein,LIE,2002,79795.1785891101,79.6365853658537,59.4707106749926,1.447
Lithuania,LTU,2002,4148.13091485015,71.7609756097561,17.69,13.008
Luxembourg,LUX,2002,53005.7339209179,77.9658536585366,39.84,2.621
Latvia,LVA,2002,4003.60935783538,70.9609756097561,21.94,13.829
"Macao SAR, China",MAC,2002,16814.9926424134,80.9463414634146,25.1718801643395,6.405
Morocco,MAR,2002,1596.02062988281,67.582,2.37325319241544,11.588
Moldova,MDA,2002,570.799866188293,67.793,3.78724279887342,6.845
Mexico,MEX,2002,7983.03398381759,73.106,11.9,3.003
North Macedonia,MKD,2002,1989.13537265159,73.0390243902439,17.33,31.944
Malta,MLT,2002,11251.2025296416,78.7390243902439,28.92,6.902
Mongolia,MNG,2002,570.249213248399,63.540243902439,2.0395726034818,6.2
Mauritius,MUS,2002,4073.06053055903,71.9658536585366,10.252624671916,8.205
Malaysia,MYS,2002,4184.03163773539,73.469,32.3382043389359,3.476
Netherlands,NLD,2002,29446.5330872868,78.2926829268293,61.29,2.554
Norway,NOR,2002,43170.557174499,78.9878048780488,72.84,4.022
New Zealand,NZL,2002,16874.1874918196,78.8463414634146,59.0807532812931,5.285
Pakistan,PAK,2002,599.937345723927,62.556,2.57742673683831,7.827
Panama,PAN,2002,4090.58616456082,74.195,8.51807781515595,14.108
Peru,PER,2002,2007.37019626753,70.815,8.96694917040028,4.84
Philippines,PHL,2002,1014.90879320106,67.886,4.33227574643007,10.724
Poland,POL,2002,5223.45178967082,74.4975609756098,21.15,20.211
Puerto Rico (US),PRI,2002,18731.4593897378,76.819,17.5476475654777,11.938
Portugal,PRT,2002,12936.6928204482,77.0658536585366,19.37,4.497
Paraguay,PRY,2002,1367.76506935997,70.539,1.79496959770244,9.393
West Bank and Gaza,PSE,2002,1156.21747345769,70.88,3.10009223512517,27.465
French Polynesia,PYF,2002,16004.0583292112,79.544,8.20021648571522,11.714
Romania,ROU,2002,2119.85509684554,71.009756097561,6.58,8.112
Russian Federation,RUS,2002,2377.52954101563,65.1287804878049,4.12827181796644,7.958
Rwanda,RWA,2002,234.043016755733,51.262,0.292784718792575,0.895
Saudi Arabia,SAU,2002,10586.0543471363,73.296,6.38470501955932,5.265
Senegal,SEN,2002,669.430447319209,58.912,1.00645453672323,5.654
Singapore,SGP,2002,22159.8373710639,78.5512195121951,47.0,5.65
El Salvador,SLV,2002,2115.41187355626,68.526,1.9,6.2
Sao Tome and Principe,STP,2002,568.10257252271,61.826,7.580665168911,17.625
Slovak Republic,SVK,2002,6554.62808369461,73.6048780487805,40.14,18.541
Slovenia,SVN,2002,11639.1297780477,76.0073170731707,27.8388854180687,5.922
Sweden,SWE,2002,29957.7776664916,79.8463414634146,70.57,4.965
Seychelles,SYC,2002,8864.16919495467,71.0878048780488,14.3041708309972,9.806
Syrian Arab Republic,SYR,2002,1183.2473451033,71.742,2.09310101861765,11.682
Tajikistan,TJK,2002,186.951638285222,64.898,0.0554628269910006,2.5
Trinidad and Tobago,TTO,2002,6762.93080808096,69.232,21.9986754804449,10.389
Tunisia,TUN,2002,2320.7723805785,73.07,5.25288729548421,14.547
Turkiye,TUR,2002,3591.08628982587,72.605,11.38,10.345
Tuvalu,TUV,2002,1750.25175052348,63.825,6.3,6.526
Tanzania,TZA,2002,402.649047851563,54.94,0.222484413923909,3.6
Uganda,UGA,2002,241.984688408335,51.443,0.384093504951945,3.5
Ukraine,UKR,2002,903.011901855469,67.699,1.87388511643427,9.629
Uruguay,URY,2002,4149.76140312687,74.979,11.4194701966853,16.648
United States,USA,2002,37997.7596573051,76.9365853658537,58.7854038836952,5.783
Uzbekistan,UZB,2002,381.409296889283,66.376,1.08193974248733,0.4
"Venezuela, RB",VEN,2002,3652.09896501865,72.823,4.91044632720325,16.171
Viet Nam,VNM,2002,445.132861817313,73.138,1.85499923592581,2.123
South Africa,ZAF,2002,2688.23676032806,55.58,6.71032243705404,33.291
Albania,ALB,2003,1908.69900687608,75.557,0.971900415195857,15.0
Argentina,ARG,2003,3320.47775133903,74.307,11.9136965509954,15.4
Austria,AUT,2003,32110.1159661425,78.6317073170732,42.7,4.779
Belgium,BEL,2003,30655.2092679024,78.1292682926829,49.97,7.68
Benin,BEN,2003,676.002878084282,57.092,0.951327114915695,3.633
Burkina Faso,BFA,2003,362.373899996953,51.959,0.373440303233526,2.777
Bangladesh,BGD,2003,426.74880754362,64.288,0.163877665498048,4.322
Bulgaria,BGR,2003,2719.49436859287,72.0658536585366,12.04,13.733
"Bahamas, The",BHS,2003,26429.1247787663,73.213,20.0,10.835
Brazil,BRA,2003,3090.6068907839,70.884,13.2075861035303,11.168
Barbados,BRB,2003,12075.9587020649,74.865,39.6896271159532,10.997
Bhutan,BTN,2003,1022.38240311018,64.662,2.43691239949767,1.8
Botswana,BWA,2003,4230.12326909926,52.851,3.3451901740614,23.8
Canada,CAN,2003,28301.8645937428,79.7151219512195,64.2,7.574
Switzerland,CHE,2003,49335.7456291067,80.5365853658537,65.1,4.117
Chile,CHL,2003,4773.40177520754,77.884,25.4737788864723,9.7
China,CHN,2003,1306.97245408557,73.385,6.2,1.568
Colombia,COL,2003,2311.94218760291,72.309,7.38892371052557,13.221
Costa Rica,CRI,2003,4173.14856415514,78.214,20.3336148143541,6.654
Cuba,CUB,2003,3202.78109865637,77.405,5.2412690536929,2.3
Cyprus,CYP,2003,20252.24609375,78.908,30.09,4.153
Czechia,CZE,2003,9852.45677945801,75.1707317073171,34.3,7.777
Germany,DEU,2003,30711.1022511331,78.3804878048781,55.9,9.779
Denmark,DNK,2003,40519.0974905924,77.1439024390244,76.26,5.398
Dominican Republic,DOM,2003,2383.26171780393,70.856,7.89839293716387,6.938
Algeria,DZA,2003,2283.77299346126,71.906,2.19535973086144,23.718
Ecuador,ECU,2003,2315.62215223014,73.632,4.46022834472698,5.662
Spain,ESP,2003,21522.0170990262,79.619512195122,39.93,11.283
Estonia,EST,2003,7205.40703313243,71.3170731707317,45.32,11.288
Finland,FIN,2003,32920.0857192568,78.3682926829268,69.22,10.469
Fiji,FJI,2003,2655.58079586044,65.653,6.72543473821551,8.222
France,FRA,2003,29479.5222101175,79.1146341463415,36.14,8.306
Faroe Islands,FRO,2003,31269.6031997217,78.9848073170732,58.9126409695337,3.846
United Kingdom,GBR,2003,34556.7726095905,78.4463414634146,64.82,4.807
Georgia,GEO,2003,1010.03151630868,71.377,2.55881648068489,11.51
Greece,GRC,2003,18020.612039764,78.8414634146341,17.8,9.839
Greenland,GRL,2003,27466.6494525504,66.1229268292683,54.5342598293605,10.299
Guatemala,GTM,2003,1722.54701910774,68.204,4.54885490848324,2.807
"Hong Kong SAR, China",HKG,2003,23977.1734120477,81.3434146341464,52.2000433497404,7.86
Honduras,HND,2003,1156.08162681357,68.874,4.8,5.302
Croatia,HRV,2003,8190.11135193887,74.6139024390244,22.75,13.924
Haiti,HTI,2003,578.995291079709,59.44,1.64735834557778,25.438
Hungary,HUN,2003,8410.09248198479,72.3,21.63,5.79
Indonesia,IDN,2003,1043.2105838671,67.134,2.38701977959476,6.657
Ireland,IRL,2003,41203.5295847568,78.1390243902439,34.31,4.478
Iceland,ISL,2003,39944.2104095591,80.9634146341464,83.14,3.997
Israel,ISR,2003,19643.4690380742,79.6487804878049,19.5933936579649,10.72
Italy,ITA,2003,27577.5700319855,79.9829268292683,29.04,8.869
Jamaica,JAM,2003,3549.70758394618,71.585,7.8,11.736
Jordan,JOR,2003,1775.67625581432,72.585,8.46600501623938,14.5
Japan,JPN,2003,35387.0374203599,81.76,48.4352658899653,5.251
Kazakhstan,KAZ,2003,1958.02050246511,64.753,2.00041475265872,8.777
Cambodia,KHM,2003,386.691123931778,62.345,0.260570197574002,0.909
"Korea, Rep.",KOR,2003,15211.5483770422,77.2146341463415,65.5,3.348
Kuwait,KWT,2003,22690.655175144,76.6445609756098,22.4029383804612,5.752
Lao PDR,LAO,2003,355.097216151461,59.643,0.333912466428616,1.683
St. Lucia,LCA,2003,6058.60622059326,72.188,20.9824734633424,22.182
Liechtenstein,LIE,2003,90108.3673647008,79.9609756097561,58.8096918372148,2.109
Sri Lanka,LKA,2003,946.382255128072,72.442,1.45858022842408,8.221
Lithuania,LTU,2003,5507.47434187652,72.0609756097561,25.91,12.874
Luxembourg,LUX,2003,65689.3214536911,77.7268292682927,54.55,3.675
Latvia,LVA,2003,4914.57992829302,71.2658536585366,26.98,12.061
"Macao SAR, China",MAC,2003,18589.8998330534,81.0439024390244,25.7421239826498,6.134
Morocco,MAR,2003,1941.87255859375,67.958,3.35336668122363,11.916
Moldova,MDA,2003,682.319095965299,67.9,7.40754458415897,6.378
Madagascar,MDG,2003,352.620095849925,59.693,0.423252419277809,5.007
Mexico,MEX,2003,7434.0746485155,73.308,12.9,3.455
North Macedonia,MKD,2003,2445.36286400013,73.2414634146342,19.07,36.687
Malta,MLT,2003,13593.9787155682,78.5463414634146,31.64,7.488
Mauritius,MUS,2003,4858.26575549747,72.1170731707317,12.1871062041308,5.904
Malaysia,MYS,2003,4465.32194567208,73.727,34.9711523397291,3.612
Nicaragua,NIC,2003,1021.35216668794,68.749,1.88041253242301,7.595
Netherlands,NLD,2003,35896.7504630706,78.4926829268293,64.35,3.593
Norway,NOR,2003,50250.3298214345,79.390243902439,78.13,4.221
Nepal,NPL,2003,246.429706587633,64.229,0.382810917017044,1.482
New Zealand,NZL,2003,21913.7081719961,79.1463414634146,60.9625398663824,4.751
Pakistan,PAK,2003,672.44178669894,62.834,5.04115812592502,7.489
Panama,PAN,2003,4264.66428949623,74.567,9.98742407723405,13.619
Peru,PER,2003,2129.44114197634,71.278,11.6,4.151
Philippines,PHL,2003,1027.2301192843,68.049,4.85767226708512,3.527
Poland,POL,2003,5720.81366178104,74.5975609756098,24.87,19.899
Puerto Rico (US),PRI,2003,19557.1202492358,76.941,19.7070256578252,11.782
Portugal,PRT,2003,15797.7821340276,77.219512195122,29.67,6.132
Paraguay,PRY,2003,1443.99885236205,70.795,2.11194208210034,6.814
West Bank and Gaza,PSE,2003,1257.69857009689,70.967,4.13061635632919,23.004
Romania,ROU,2003,2679.40626016154,71.309756097561,8.9,6.95
Russian Federation,RUS,2003,2975.123046875,65.0275609756098,8.29886061553908,8.302
Saudi Arabia,SAU,2003,11487.220410693,73.657,8.00158289090878,5.563
Singapore,SGP,2003,23730.3840054566,79.0390243902439,53.8379432881911,5.93
Sierra Leone,SLE,2003,413.817607346927,46.784,0.190173281668183,4.295
El Salvador,SLV,2003,2207.83089518069,68.792,2.5,6.9
Sao Tome and Principe,STP,2003,663.696211810494,62.158,10.1618443069961,16.361
Slovak Republic,SVK,2003,8675.39633696465,73.6048780487805,43.04,17.549
Slovenia,SVN,2003,14711.674874253,76.8585365853659,31.8547930120441,6.479
Sweden,SWE,2003,37292.2419727801,80.0951219512195,79.13,5.555
Syrian Arab Republic,SYR,2003,1220.179077256,72.188,3.39797261356623,10.279
Thailand,THA,2003,2347.54001286066,72.101,9.29902723805965,1.54
Tajikistan,TJK,2003,233.58124845289,65.874,0.0645837771508553,3.85
Tonga,TON,2003,1936.04104012389,70.228,2.98581736750435,5.182
Tunisia,TUN,2003,2725.8643148859,73.304,6.49084579532797,14.514
Turkiye,TUR,2003,4649.63668068586,72.906,12.33,10.546
Uganda,UGA,2003,250.71543664681,52.414,0.464849840113968,3.602
Ukraine,UKR,2003,1076.48156738281,67.638,3.14812758815439,9.057
Uruguay,URY,2003,3671.12329256883,75.086,15.9371367159756,16.661
United States,USA,2003,39490.2749557007,77.0365853658537,61.6971171244207,5.989
Uzbekistan,UZB,2003,394.164028897235,66.852,1.91259517784997,0.002
"Venezuela, RB",VEN,2003,3229.50557082079,72.056,7.49996346522407,16.779
Viet Nam,VNM,2003,497.117089249256,73.236,3.78028081370641,2.253
South Africa,ZAF,2003,4062.21755993786,54.245,7.00769172611251,32.31
Angola,AGO,2004,1451.47117872493,51.123,0.464814617985909,23.643
Albania,ALB,2004,2446.90949947798,75.951,2.42038779776014,14.43
Argentina,ARG,2004,4242.02099089422,74.871,16.0366841054923,13.522
Austria,AUT,2004,36614.2506533707,79.1804878048781,54.28,5.969
Belgium,BEL,2004,35429.4077933344,78.8780487804878,53.86,7.363
Bulgaria,BGR,2004,3389.68743360274,72.5634146341463,18.13,12.037
Bahrain,BHR,2004,15963.9493171617,75.787,21.4586805077435,9.265
"Bahamas, The",BHS,2004,26650.2934234303,73.235,22.0,10.203
Bolivia,BOL,2004,953.191893246277,63.819,4.43992460120042,4.167
Brazil,BRA,2004,3663.82262497811,71.361,19.073672274442,10.072
Bhutan,BTN,2004,1130.35934606796,65.29,3.15698419613711,2.5
Canada,CAN,2004,32145.5412620217,79.9921951219512,65.9559634648989,7.185
Switzerland,CHE,2004,54659.4571488233,81.0878048780488,67.8,4.316
China,CHN,2004,1530.92726215723,73.727,7.3,1.363
Colombia,COL,2004,2818.57195413044,72.76,9.1186903029666,13.717
Comoros,COM,2004,1072.28409029621,60.557,1.32732717785355,4.571
Costa Rica,CRI,2004,4431.0117207843,78.512,20.7923067055542,6.445
Cuba,CUB,2004,3399.21962893402,77.326,8.40798475900703,1.854
Cyprus,CYP,2004,23792.619140625,79.007,33.83,4.77
Czechia,CZE,2004,11782.5546676117,75.7219512195122,35.5,8.298
Germany,DEU,2004,34566.7359143735,78.6804878048781,64.73,10.727
Denmark,DNK,2004,46625.050098011,77.4926829268293,80.93,5.204
Dominican Republic,DOM,2004,2451.69161616569,70.73,8.8655534607044,6.303
Algeria,DZA,2004,2816.99384960555,72.536,4.63447508776537,17.651
Ecuador,ECU,2004,2586.20914663347,73.868,4.83444263759525,5.002
Spain,ESP,2004,24925.0267844576,79.8707317073171,44.01,11.09
Estonia,EST,2004,8916.0728274602,71.909756097561,53.2,10.248
Finland,FIN,2004,37768.1334202029,78.7146341463415,72.39,10.358
Fiji,FJI,2004,3097.19096651759,65.841,7.4129434854202,4.7
France,FRA,2004,33644.9282220364,80.1634146341463,39.15,8.914
Faroe Islands,FRO,2004,35647.5440400531,79.2049804878049,66.5335994677312,3.704
United Kingdom,GBR,2004,40504.4118103928,78.7463414634146,65.61,4.594
Georgia,GEO,2004,1305.04748557208,71.011,3.88622135350273,12.621
Greece,GRC,2004,21449.2552764245,79.0390243902439,21.42,10.628
Greenland,GRL,2004,32030.9987915109,66.8080487804878,56.0990147610533,10.444
Guatemala,GTM,2004,1840.91184884,68.245,5.1,2.971
Guam,GUM,2004,23618.8266894573,76.114,36.1617878387908,7.659
"Hong Kong SAR, China",HKG,2004,24928.1003722551,81.7992682926829,56.3998803935333,6.74
Honduras,HND,2004,1215.13995412761,69.05,5.6,5.986
Croatia,HRV,2004,9718.97322801967,75.520243902439,30.91,13.664
Hungary,HUN,2004,10291.2694721409,72.6487804878049,27.74,5.832
Indonesia,IDN,2004,1126.84004447173,65.521,2.60028587633414,7.303
Ireland,IRL,2004,47754.2023194244,78.5390243902439,36.99,4.491
"Iran, Islamic Rep.",IRN,2004,2672.4226651404,72.04,7.49,10.3
Iceland,ISL,2004,47809.6073050042,80.9975609756098,83.88,4.031
Israel,ISR,2004,20568.0694088834,80.1463414634146,22.7704855254035,10.369
Italy,ITA,2004,31348.1901841445,80.7804878048781,33.24,7.866
Jamaica,JAM,2004,3807.56293124552,71.542,10.0,11.442
Japan,JPN,2004,38298.9801712303,82.030243902439,62.3939296327259,4.734
Kazakhstan,KAZ,2004,2722.47407755402,65.04,2.6503946570164,8.402
Kyrgyz Republic,KGZ,2004,433.233873286,68.1536585365854,5.09038530732863,8.53
Cambodia,KHM,2004,444.199067529081,63.256,0.300436644360101,7.533
"Korea, Rep.",KOR,2004,17121.6301633201,77.6658536585366,72.7,3.42
Kuwait,KWT,2004,27552.2827399787,76.7276829268293,22.9271120360078,1.7
Lebanon,LBN,2004,4600.68371412993,75.693,9.0,7.853
St. Lucia,LCA,2004,6494.60034867886,72.453,21.395212362765,20.976
Liechtenstein,LIE,2004,100280.831356705,81.7707317073171,64.0074481394199,2.399
Sri Lanka,LKA,2004,1028.62068132555,68.022,1.44615998041486,8.383
Lithuania,LTU,2004,6734.57487061946,71.9609756097561,31.23,10.684
Luxembourg,LUX,2004,76544.9170868473,79.1219512195122,65.88,5.113
Latvia,LVA,2004,6109.73265186817,72.0268292682927,38.58,11.708
"Macao SAR, China",MAC,2004,23407.1993692194,80.9926829268293,31.4840973824121,4.891
Morocco,MAR,2004,2183.55541992188,68.272,11.6079347729582,10.827
Moldova,MDA,2004,897.178494749468,68.017,10.629390841654,6.374
Mexico,MEX,2004,7849.66759649565,73.432,14.1,3.937
North Macedonia,MKD,2004,2818.5814561242,73.5975609756098,24.44,37.161
Mali,MLI,2004,495.006294680645,53.253,0.432819639900985,8.754
Malta,MLT,2004,15212.1313438497,79.2536585365854,34.62,7.317
Mauritius,MUS,2004,5460.60800184198,72.2658536585366,13.6890885885342,8.337
Malawi,MWI,2004,404.674248445428,51.073,0.347505334967577,4.457
Malaysia,MYS,2004,4939.24851854427,74.027,42.2522656295248,3.544
Namibia,NAM,2004,3403.15496192955,52.175,3.8047156152631,22.094
New Caledonia,NCL,2004,24475.6488547037,74.713,30.2980462088488,16.307
Nicaragua,NIC,2004,1098.62118662335,69.51,2.32066460863941,6.409
Netherlands,NLD,2004,40611.3414353091,79.0951219512195,68.52,4.646
Norway,NOR,2004,57768.6980958462,79.8414634146342,77.69,4.256
New Zealand,NZL,2004,25420.234882944,79.5487804878049,61.8476278106481,4.012
Pakistan,PAK,2004,771.902247348954,63.097,6.16432098534156,7.398
Panama,PAN,2004,4644.56581177581,74.845,11.1408625409415,12.441
Peru,PER,2004,2397.25147277714,71.447,14.1,4.707
Philippines,PHL,2004,1099.63013023758,68.301,5.2436284521711,3.554
Poland,POL,2004,6711.72715262967,74.8463414634146,32.53,18.822
Puerto Rico (US),PRI,2004,20988.9923326534,76.913,22.1307382347014,10.306
Portugal,PRT,2004,18064.1580932987,77.6707317073171,31.78,6.319
Paraguay,PRY,2004,1786.21533938543,71.054,3.45243843137079,6.513
West Bank and Gaza,PSE,2004,1422.19088643544,71.094,4.40090482603223,23.215
Qatar,QAT,2004,41035.5008380177,76.484,20.701647851169,1.48
Romania,ROU,2004,3494.99056448955,71.5609756097561,15.0,7.719
Russian Federation,RUS,2004,4102.36474609375,65.4709756097561,12.8593889008473,8.103
Saudi Arabia,SAU,2004,13154.4978989446,74.027,10.2345329969583,5.822
Singapore,SGP,2004,27608.080013423,79.490243902439,62.0,5.84
Sierra Leone,SLE,2004,417.749983329227,47.485,0.203007680592588,2.8
El Salvador,SLV,2004,2285.68907438892,69.295,3.2,6.8
San Marino,SMR,2004,58232.0176184948,81.592,50.5663430420712,2.819
Serbia,SRB,2004,3597.08798057009,72.6829268292683,23.5,18.503
Sao Tome and Principe,STP,2004,726.560882130444,62.56,13.3228526892178,16.118
Suriname,SUR,2004,2887.7721728844,66.362,6.0760478144456,9.487
Slovak Republic,SVK,2004,10650.1290097126,73.9585365853659,52.89,18.206
Slovenia,SVN,2004,17103.8297783905,77.2073170731707,40.81,6.012
Sweden,SWE,2004,42758.0048564929,80.4975609756098,83.89,6.693
Thailand,THA,2004,2641.56268717857,72.1,10.6773033237281,1.512
Tajikistan,TJK,2004,305.745158587502,66.604,0.0774799071356825,7.398
Tunisia,TUN,2004,3067.41936376975,73.519,8.52881775162591,14.237
Turkiye,TUR,2004,5979.6054216148,73.223,14.58,10.831
Ukraine,UKR,2004,1401.01806640625,67.472,3.4894778812677,8.59
Uruguay,URY,2004,4168.66065438387,75.319,17.0630983403661,12.98
United States,USA,2004,41724.6316287624,77.4878048780488,64.7582564759896,5.529
Uzbekistan,UZB,2004,462.171492867885,67.203,2.59372542084924,0.005
Viet Nam,VNM,2004,565.452284586212,73.062,7.64240852842363,2.142
"Yemen, Rep.",YEM,2004,627.632023395762,64.881,0.881222988679516,16.233
South Africa,ZAF,2004,5221.46333731721,53.963,8.4251186825406,29.453
Zimbabwe,ZWE,2004,469.719298949304,46.043,2.1,4.394
Albania,ALB,2005,2741.72136549578,76.427,6.04389086404814,6.566
United Arab Emirates,ARE,2005,38719.3138307623,80.779,40.0,3.118
Argentina,ARG,2005,5067.65342293276,75.231,17.7205833696065,11.506
